strategy,symbol,n_sessions,n_trades,gross_pnl,costs,net_pnl,expectancy_per_trade,expectancy_per_session,win_rate,avg_win,avg_loss,payoff_ratio,profit_factor,max_drawdown,max_dd_duration,sharpe,sortino,t_stat,consec_losing_days,time_in_market,exposure,return_vol,trades_per_session,median_holding_minutes,mean_mae,mean_mfe,exit_reason_mix,regime,contracts
session.late_day_continuation,MNQ,249,2182,1580.5,3753.04,-2172.5400000000063,-0.995664527956004,-8.72506024096388,0.3056828597616865,53.64131934032983,-25.050363036303633,2.141339000260852,0.9427545301478472,-3645.4000000000015,143,-0.7331986372111124,-1.1648009427390993,-0.7288212927921234,8,0.22934705574215017,0.22934705574215017,188.90656692533622,8.763052208835342,4.0,-18.88680109990834,34.50916590284143,forced_flatten:249|signal_flat:76|signal_flip:1857,normal,1
session.late_day_fade,MNQ,249,2182,-1580.5,3753.04,-5333.5400000000045,-2.444335472043997,-21.419839357429737,0.6127406049495875,24.70333582647719,-45.39869822485208,0.5441419422232272,0.8609677831389997,-6001.020000000004,229,-1.8901788752277244,-2.481059684379515,-1.8788941243697017,8,0.22934705574215017,0.22934705574215017,179.89271429949184,8.763052208835342,4.0,-34.50916590284143,18.88680109990834,forced_flatten:249|signal_flat:76|signal_flip:1857,normal,1
session.opening_drive,MNQ,249,2385,-2015.0,4102.2,-6117.200000000021,-2.564863731656187,-24.567068273092453,0.34549266247379457,78.83521844660193,-45.533260730301095,1.7313765186629677,0.9139360995376589,-6479.180000000015,144,-1.1894620779744585,-1.5600817842055286,-1.182360748369666,8,0.1887755626084902,0.1887755626084902,327.8709979719592,9.578313253012048,4.0,-33.231236897274634,55.95618448637317,signal_flat:295|signal_flip:2090,normal,1
session.midday_reversion,MNQ,249,1797,3450.5,3090.84,359.65999999999974,0.20014468558708998,1.4444176706827299,0.656093489148581,16.668040712468194,-31.216763754045314,0.5339451854713229,1.0186429994671353,-1387.199999999999,101,0.21569533287835166,0.276218902012638,0.21440758803860616,6,0.0725767520208712,0.0725767520208712,106.30466301528163,7.216867469879518,2.0,-23.305230940456315,12.550639955481358,signal_flat:1797,normal,1
vol.expansion_trend,MNQ,249,4382,-1056.0,7537.04,-8593.040000000045,-1.9609858512094953,-34.51020080321303,0.36649931538110453,60.666674968866744,-38.19298270893372,1.588424644160515,0.9189517213695199,-8726.860000000039,246,-1.542223121151745,-2.622281093407269,-1.5330157366455655,9,0.3958031614950852,0.3958031614950852,355.2225657932642,17.598393574297187,3.0,-28.161341853035143,43.020082154267456,forced_flatten:187|signal_flat:1255|signal_flip:2940,normal,1
vol.contraction_revert,MNQ,249,2690,2848.5,4626.8,-1778.3000000000015,-0.6610780669144976,-7.141767068273099,0.6457249070631971,15.028992515831895,-29.258824763903473,0.5136567390216275,0.9362242976711088,-2316.06,180,-0.941693697434479,-1.2198523415567035,-0.9360715952623563,5,0.10397600632709869,0.10397600632709869,120.39162820572768,10.803212851405622,2.0,-19.97267657992565,11.237174721189591,forced_flatten:18|signal_flat:2672,normal,1
vol.vol_of_vol_shock,MNQ,249,622,133.5,1069.84,-936.3400000000049,-1.5053697749196178,-3.7604016064257224,0.3536977491961415,74.82090909090908,-43.275970149253745,1.7289250554721372,0.9461778910544034,-3555.660000000003,128,-0.44216734529449303,-0.40006998153314344,-0.4395275166546769,5,0.07066629690115962,0.07066629690115962,135.00437225237346,2.497991967871486,5.0,-33.84485530546624,58.48553054662379,forced_flatten:19|signal_flat:131|signal_flip:472,normal,1
volume.heavy_continuation.q80,MNQ,249,7052,-493.5,12129.44,-12622.940000000011,-1.7899801474758927,-50.69453815261049,0.42016449234259784,19.127620654741815,-16.947439471753487,1.1286436919643268,0.8178457469528737,-12535.00000000001,246,-4.449955488218774,-7.413428350032615,-4.423388352339747,14,0.13570394108402922,0.13570394108402922,180.84469537213823,28.32128514056225,1.0,-10.037223482699943,12.028502552467385,forced_flatten:243|signal_flat:6316|signal_flip:493,normal,1
volume.heavy_continuation.q90,MNQ,249,3891,-1110.5,6692.5199999999995,-7803.020000000002,-2.0054022102287328,-31.337429718875512,0.42379850938062197,18.96101879927229,-17.426289027653883,1.0880697989791708,0.8002797049583641,-7751.700000000005,248,-3.799981992608715,-6.426587539436396,-3.777295330190908,10,0.06569500508427573,0.06569500508427573,130.9127978901663,15.626506024096386,1.0,-10.03739398612182,11.442174248265227,forced_flatten:217|signal_flat:3464|signal_flip:210,normal,1
volume.climax_reversion,MNQ,249,819,-1167.0,1408.68,-2575.6800000000003,-3.144908424908427,-10.34409638554217,0.5873015873015873,22.04819126819126,-38.99662721893492,0.5653871332104767,0.8045893818764477,-3003.0399999999963,239,-1.6682840455955468,-1.6739385457911402,-1.6583240518289821,5,0.036873838063250446,0.036873838063250446,98.42894552428636,3.289156626506024,3.0,-29.1996336996337,15.697802197802197,forced_flatten:73|signal_flat:746,normal,1
added.donchian_breakout,MNQ,249,385,-1802.5,662.2,-2464.7000000000025,-6.401818181818186,-9.898393574297199,0.09610389610389611,232.02324324324326,-31.751609195402303,7.307448319086792,0.776941344270722,-4469.440000000003,223,-0.9336147012723375,-1.2018940031719736,-0.9280408323442043,3,0.09387935373206381,0.09387935373206381,168.30511178287992,1.5461847389558232,4.0,-27.567532467532466,62.324675324675326,forced_flatten:42|signal_flat:343,normal,1
added.bollinger_revert.2sd,MNQ,249,3058,5612.0,5259.76,352.2399999999959,0.11518639633747567,1.4146184738955658,0.6484630477436233,17.444901664145235,-31.852093023255815,0.5476846262946796,1.0102870827370696,-1563.1600000000021,191,0.1508493395457879,0.17444493417201834,0.1499487384248139,4,0.1045306545876601,0.1045306545876601,148.86622745190095,12.281124497991968,2.0,-22.482504905166774,12.931000654022236,forced_flatten:68|signal_flat:2988|signal_flip:2,normal,1
added.vwap_trend,MNQ,249,2748,-4282.5,4726.5599999999995,-9009.060000000023,-3.2784061135371223,-36.18096385542178,0.25727802037845704,111.1972560113154,-42.9326408623224,2.5900399737324777,0.8971868012880263,-12187.880000000016,144,-1.3883434817009432,-1.8325444181112682,-1.3800547898201458,8,0.4922811450405202,0.4922811450405202,413.69805304426507,11.036144578313253,4.0,-34.666666666666664,67.19723435225619,forced_flatten:123|signal_flat:838|signal_flip:1787,normal,1
trend.ret_15.q80,ES,310,6981,-22900.0,200913.18000000002,-223813.17999999996,-32.060332330611644,-721.9779999999998,0.20212004010886692,273.38158752657694,-109.4352962298025,2.498111641718451,0.6328250496346022,-223126.24000000046,309,-8.754184254187406,-13.52916745103647,-9.709486444178614,20,0.3326210708687402,0.3326210708687402,1309.2077008633396,22.519354838709678,3.0,-67.46705343074058,142.4921214725684,forced_flatten:164|signal_flat:6806|signal_flip:11,stressed,1
trend.ret_15.q90,ES,310,5069,-12875.0,145885.82,-158760.81999999995,-31.31994870783191,-512.1316774193547,0.2083251134346025,231.30522727272728,-100.42839272364812,2.3031855932337475,0.6060712650024515,-158886.94000000012,307,-8.384965001844709,-13.1270314395142,-9.29997606360416,42,0.1702004785083739,0.1702004785083739,969.5733184373712,16.351612903225806,2.0,-59.58275794042218,120.76346419412113,forced_flatten:110|signal_flat:4953|signal_flip:6,stressed,1
trend.ret_30.q80,ES,310,6971,-24437.5,200625.38,-225062.87999999995,-32.28559460622578,-726.0092903225805,0.1962415722278009,282.486447368421,-109.13873639121898,2.588324335695251,0.63195211337339,-224371.00000000047,309,-8.849111823614779,-13.663748294786535,-9.814773004498957,20,0.33784341225971454,0.33784341225971454,1302.3951352428917,22.48709677419355,3.0,-67.56921532061398,144.4520154927557,forced_flatten:166|signal_flat:6794|signal_flip:11,stressed,1
trend.ret_30.q90,ES,310,5067,-12962.5,145828.26,-158790.75999999995,-31.338219853956968,-512.228258064516,0.20781527531083482,232.43794871794873,-100.53510712506227,2.3120077688762373,0.6065132487859187,-159024.4400000001,307,-8.351602742130813,-13.113578641689337,-9.262973140312443,42,0.170390231829057,0.170390231829057,973.6300639650067,16.34516129032258,2.0,-59.663015591079535,120.95914742451154,forced_flatten:110|signal_flat:4951|signal_flip:6,stressed,1
trend.ret_60.q80,ES,310,6768,-34775.0,194783.04,-229558.03999999998,-33.9181501182033,-740.5098064516128,0.1972517730496454,275.7237453183521,-110.00354132155347,2.506498809091779,0.6158983821346448,-228708.60000000062,309,-8.98831434116785,-13.587966418657144,-9.969166025931031,20,0.3242306740367957,0.3242306740367957,1307.8346285479251,21.83225806451613,3.0,-68.71490839243499,142.26507092198582,forced_flatten:162|signal_flat:6597|signal_flip:9,stressed,1
trend.ret_60.q90,ES,310,4997,-16875.0,143813.66,-160688.65999999995,-32.157026215729424,-518.350516129032,0.2069241544926956,230.75820116054163,-100.75514509210193,2.2902870215670057,0.5975666869291657,-160868.5600000001,307,-8.521573133743098,-13.147770729445979,-9.451491586503682,26,0.1663889118059566,0.1663889118059566,965.6150591788643,16.11935483870968,2.0,-60.013508104862915,119.5967580548329,forced_flatten:109|signal_flat:4883|signal_flip:5,stressed,1
trend.ma_agree.30_120,ES,310,6654,-57162.5,191502.12,-248664.62000000002,-37.37069732491733,-802.143935483871,0.1848512173128945,343.49642276422765,-123.73990044247788,2.775955221686205,0.6295031199620267,-249291.90000000046,307,-7.965509005201699,-11.000174906258303,-8.834746843487318,16,0.5119627093474136,0.5119627093474136,1598.5971775938428,21.46451612903226,4.0,-81.7797565374211,171.84963931469792,forced_flatten:242|signal_flat:5561|signal_flip:851,stressed,1
trend.multi_horizon_agree,ES,310,8573,-50675.0,246730.94,-297405.93999999994,-34.69099965006415,-959.3739999999998,0.2372565029744547,244.14895771878074,-121.42604679614618,2.010680279566917,0.6254356459151413,-296443.7000000002,309,-9.336360189741338,-13.605716294119864,-10.355192450615943,19,0.4804224073921294,0.4804224073921294,1631.2127853145319,27.65483870967742,3.0,-80.54648314475679,142.27516621952643,forced_flatten:206|signal_flat:8236|signal_flip:131,stressed,1
trend.accel_confirm,ES,310,10808,-82950.0,311054.24,-394004.24000000017,-36.45487046632123,-1270.9814193548393,0.28543671354552186,186.9493354943274,-125.69505891492942,1.4873244589578893,0.5941209317473893,-392206.8200000002,309,-12.8958325648539,-16.348596767159297,-14.303092994067743,26,0.42802574045045794,0.42802574045045794,1564.552303088109,34.86451612903226,2.0,-81.06032568467802,111.35964100666173,forced_flatten:196|signal_flat:9872|signal_flip:740,stressed,1
breakout.opening_range.q90,ES,310,976,-22412.5,28089.280000000002,-50501.78,-51.74362704918031,-162.90896774193547,0.09528688524590163,904.8221505376343,-152.49177802944507,5.933579909881566,0.6249410324110822,-50501.779999999955,309,-2.487995511534691,-3.6804541040405483,-2.759498542753218,6,0.199686494513654,0.199686494513654,1039.4310110025979,3.1483870967741936,4.0,-114.22899590163935,267.8919057377049,forced_flatten:102|signal_flat:874,stressed,1
breakout.opening_range.q95,ES,310,414,-12037.5,11914.92,-23952.42,-57.856086956521736,-77.26587096774193,0.09420289855072464,998.1430769230772,-167.68,5.952666250734,0.619077290076336,-23952.42,309,-1.5901568741520007,-1.9849623517917034,-1.763683076045724,4,0.08289745070538734,0.08289745070538734,771.3438192284037,1.335483870967742,4.0,-128.95531400966183,278.6533816425121,forced_flatten:45|signal_flat:369,stressed,1
breakout.range_expansion.q80,ES,310,2859,-7975.0,82282.02,-90257.01999999999,-31.569436866037062,-291.1516774193548,0.3147953830010493,218.16444444444446,-146.30169474221543,1.4911956066459222,0.6850822082599949,-90034.85999999997,305,-4.566294568682481,-6.527453231189191,-5.064592419738193,13,0.13158155267717184,0.13158155267717184,1012.175085068819,9.22258064516129,3.0,-100.0,141.22070654074852,forced_flatten:280|signal_flat:1313|signal_flip:1266,stressed,1
breakout.range_expansion.q90,ES,310,1418,-5712.5,40810.04,-46522.54,-32.80856135401973,-150.07270967741937,0.3300423131170663,236.68474358974356,-165.56947368421052,1.4295192122261058,0.7042263066545447,-46679.79999999994,309,-3.139017028823884,-4.013339558494474,-3.481562919449932,13,0.06492038610675688,0.06492038610675688,758.9415375669023,4.574193548387097,3.0,-115.35613540197461,158.15409026798307,forced_flatten:243|signal_flat:585|signal_flip:590,stressed,1
breakout.failed_reversal,ES,310,364,1450.0,10475.92,-9025.919999999998,-24.796483516483512,-29.11587096774193,0.36813186813186816,76.3505970149254,-83.72565217391305,0.9119140315124885,0.5312890444464063,-9039.279999999999,309,-4.008983726473607,-3.264266218324204,-4.446464915164311,4,0.003003052553419685,0.003003052553419685,115.29109476348653,1.1741935483870967,1.0,-36.675824175824175,40.65934065934066,forced_flatten:2|signal_flat:362,stressed,1
breakout.compression_expansion,ES,310,3811,4425.0,109680.58,-105255.57999999999,-27.61888743112043,-339.534129032258,0.2631855156127001,187.0101296111665,-104.28302706552707,1.7932940275473324,0.6405533866203613,-106263.0999999998,300,-6.0526440203738545,-7.930758759173469,-6.713140066608496,10,0.186667766685917,0.186667766685917,890.5095333686421,12.293548387096774,3.0,-65.95053791655734,97.78929414851746,forced_flatten:18|signal_flat:1739|signal_flip:2054,stressed,1
revert.z_60.q90,ES,310,5078,13300.0,146144.84,-132844.83999999994,-26.16085860575029,-428.5317419354837,0.5080740448995668,78.89926356589149,-134.66971176941553,0.5858723727053382,0.6051043721296127,-133110.47999999972,309,-7.665298617368149,-9.130056841634113,-8.501775934213027,12,0.1706377361603828,0.1706377361603828,887.4710364104881,16.38064516129032,2.0,-120.80297361165813,59.654391492713664,forced_flatten:111|signal_flat:4961|signal_flip:6,stressed,1
revert.z_60.q95,ES,310,3270,14562.5,94110.6,-79548.09999999996,-24.326636085626905,-256.6067741935483,0.4856269113149847,77.47787153652393,-120.44171224732459,0.6432810534727762,0.6073307448958196,-79517.56000000007,309,-6.420028340438822,-7.391205650696556,-7.120615277536151,13,0.08459698044715781,0.08459698044715781,634.4997310752342,10.548387096774194,2.0,-103.12691131498471,56.59403669724771,forced_flatten:78|signal_flat:3189|signal_flip:3,stressed,1
revert.vwap.q90,ES,310,2046,32237.5,58883.880000000005,-26646.379999999983,-13.023646138807417,-85.95606451612898,0.70772238514174,118.44030386740332,-331.3510702341137,0.3574465710453875,0.8655228007921758,-31896.219999999994,239,-1.119345976579389,-0.9044418695734499,-1.2414948406808786,5,0.24560679811896707,0.24560679811896707,1219.0245472582244,6.6,3.0,-267.5708699902248,107.93010752688173,forced_flatten:75|signal_flat:1971,stressed,1
revert.vwap.q95,ES,310,1233,30512.5,35485.74,-4973.240000000011,-4.033446877534466,-16.04270967741939,0.7153284671532847,134.8963038548753,-353.13897435897434,0.38199211542634753,0.9598776233790269,-18004.20000000001,225,-0.23355637320080655,-0.14379874717063115,-0.2590432613364327,7,0.13173830542034487,0.13173830542034487,1090.4010774024393,3.97741935483871,3.0,-271.78629359286293,122.15125709651257,forced_flatten:44|signal_flat:1189,stressed,1
revert.z_calm_only,ES,310,1752,737.5,50422.560000000005,-49685.05999999998,-28.359052511415516,-160.27438709677415,0.4708904109589041,65.4169696969697,-111.81667745415318,0.5850376811973493,0.5206646030073497,-49159.75999999995,309,-6.948053100663951,-7.848135267498436,-7.706260850296881,11,0.03824766933421335,0.03824766933421335,366.18560363406755,5.651612903225806,2.0,-86.10159817351598,48.98687214611872,signal_flat:1752,stressed,1
session.late_day_continuation,ES,310,2908,-18737.5,83692.24,-102429.73999999996,-35.223431911966976,-330.4185161290321,0.22077028885832187,280.7020872274143,-124.73101500441305,2.2504594163487157,0.6375970632373679,-102031.76000000001,308,-5.669882605910393,-8.269924213399358,-6.288609732635923,11,0.22593845392294368,0.22593845392294368,925.1040450154456,9.380645161290323,3.0,-87.28077716643742,150.61468363136177,forced_flatten:301|signal_flat:460|signal_flip:2147,stressed,1
session.late_day_fade,ES,310,2908,18737.5,83692.24,-64954.739999999954,-22.336568088033005,-209.53141935483856,0.5268225584594223,111.55126631853788,-171.40354651162792,0.6508107246834026,0.724594498702742,-68607.19999999995,302,-4.271090603795496,-5.919454519358321,-4.737174260362928,9,0.22593845392294368,0.22593845392294368,778.7725603029596,9.380645161290323,3.0,-150.61468363136177,87.28077716643742,forced_flatten:301|signal_flat:460|signal_flip:2147,stressed,1
session.opening_drive,ES,310,2915,287.5,83893.7,-83606.19999999998,-28.681372212692953,-269.69741935483864,0.29296740994854203,361.7059484777518,-190.44302765647745,1.8992869044814793,0.7869922447487547,-85236.06000000001,300,-3.1491343241507685,-4.1241704170540405,-3.4927842667480706,9,0.18713802491543602,0.18713802491543602,1359.5208601485597,9.403225806451612,3.0,-134.01372212692968,230.0943396226415,signal_flat:549|signal_flip:2366,stressed,1
session.midday_reversion,ES,310,2256,22862.5,64927.68,-42065.17999999998,-18.645913120567368,-135.694129032258,0.5088652482269503,78.00353658536585,-118.78451263537906,0.656681034040233,0.6803879305759816,-42169.51999999998,309,-4.0402578424384705,-4.721541092917871,-4.481151825583093,14,0.07303852817424306,0.07303852817424306,533.1534775129863,7.27741935483871,2.0,-109.22539893617021,59.557845744680854,signal_flat:2256,stressed,1
vol.expansion_trend,ES,310,5783,-30487.5,166434.74000000002,-196922.24000000005,-34.05191768978038,-635.2330322580647,0.3022652602455473,290.9353890160183,-174.83947955390332,1.6640142704515566,0.7208666529738094,-195540.1600000003,305,-6.5510571756543134,-9.633002555121438,-7.265942661833869,19,0.4149740120452108,0.4149740120452108,1539.2953377120662,18.65483870967742,3.0,-124.39693930485907,184.48685803216324,forced_flatten:242|signal_flat:2028|signal_flip:3513,stressed,1
vol.contraction_revert,ES,310,3251,19025.0,93563.78,-74538.77999999997,-22.927954475545977,-240.44767741935473,0.48969547831436483,67.60819095477387,-109.80772754671486,0.6156961123342773,0.590830747942236,-75020.09999999998,304,-6.85730616126132,-8.597483181940428,-7.605611132128215,9,0.09716195033413084,0.09716195033413084,556.6309067854237,10.487096774193548,2.0,-90.90664410950477,52.464626268840355,forced_flatten:16|signal_flat:3235,stressed,1
vol.vol_of_vol_shock,ES,310,1121,-18375.0,32262.38,-50637.37999999999,-45.1716146297948,-163.34638709677415,0.288135593220339,361.58377708978327,-209.81070175438597,1.7233810004270889,0.6975589763633455,-54376.259999999995,308,-2.7213390275647313,-2.322837667728365,-3.0183057188355495,5,0.09620493358633776,0.09620493358633776,952.8557377998528,3.6161290322580646,4.0,-157.5379125780553,244.85950044603032,forced_flatten:40|signal_flat:227|signal_flip:854,stressed,1
volume.heavy_continuation.q80,ES,310,7444,-21450.0,214238.32,-235688.3199999999,-31.661515314347117,-760.2849032258061,0.29433100483610963,114.82451848471018,-92.76010660574909,1.237865313940827,0.5163074248704268,-235343.52000000005,309,-12.436978225636585,-17.354239801936874,-13.794166078992594,44,0.135046613315733,0.135046613315733,970.4245241883098,24.01290322580645,1.0,-53.56663084363245,65.45540032240731,forced_flatten:306|signal_flat:6500|signal_flip:638,stressed,1
volume.heavy_continuation.q90,ES,310,3913,-16787.5,112616.14,-129403.63999999996,-33.0701865576284,-417.4310967741934,0.3135701507794531,121.72937245313774,-103.78465376023826,1.172903392194718,0.5357976404404017,-129869.32000000011,309,-8.88450147166728,-11.649843912584775,-9.854024555306294,25,0.06646316310535436,0.06646316310535436,745.8508786957486,12.62258064516129,1.0,-59.66010733452594,69.76105290058779,forced_flatten:306|signal_flat:3282|signal_flip:325,stressed,1
volume.climax_reversion,ES,310,1061,-350.0,30535.58,-30885.579999999994,-29.109877474081046,-99.63090322580643,0.5212064090480678,117.42253164556963,-188.62251968503938,0.6225265776411056,0.6776716484951406,-31015.21999999999,309,-3.1342680154915197,-3.4122738083274133,-3.4762956690431612,7,0.03792591370348981,0.03792591370348981,504.612735470018,3.42258064516129,3.0,-151.4019792648445,84.60179076343073,forced_flatten:111|signal_flat:949|signal_flip:1,stressed,1
added.donchian_breakout,ES,310,417,-12300.0,12001.26,-24301.259999999995,-58.27640287769783,-78.39116129032256,0.09352517985611511,998.1430769230772,-167.2720634920635,5.967183378295777,0.6156617771257548,-24301.260000000002,309,-1.6116698427441365,-2.0154613900471774,-1.7875436518406038,4,0.08279844897285701,0.08279844897285701,772.1315331182508,1.3451612903225807,4.0,-128.65707434052757,276.378896882494,forced_flatten:45|signal_flat:372,stressed,1
added.bollinger_revert.2sd,ES,310,3884,24812.5,111781.52,-86969.01999999997,-22.391611740473728,-280.5452258064515,0.5010298661174047,79.59615621788285,-124.8003818369453,0.6377877619146802,0.6404205287337293,-87337.01999999999,309,-6.281203957523105,-7.600594763162539,-6.966641654762919,15,0.10722712647471332,0.10722712647471332,709.022891798941,12.529032258064516,2.0,-106.8196446961895,59.275231719876416,forced_flatten:89|signal_flat:3791|signal_flip:4,stressed,1
added.vwap_trend,ES,310,3566,-22850.0,102629.48000000001,-125479.47999999998,-35.18773976444194,-404.7725161290322,0.22826696578799777,521.9263882063882,-199.9736773255814,2.6099754487018245,0.7719912846087519,-125801.2199999999,309,-3.2649568164140645,-4.231879255094284,-3.6212459127345067,9,0.5190413332233315,0.5190413332233315,1968.039656477008,11.503225806451614,4.0,-146.7470555243971,296.51920919798096,forced_flatten:211|signal_flat:996|signal_flip:2359,stressed,1
trend.ret_15.q80,NQ,310,6936,-18805.0,130258.08,-149063.0800000001,-21.491216839677033,-480.8486451612907,0.24106113033448673,519.1715550239235,-193.2214893617021,2.686924506890935,0.8534456260489444,-149066.52000000022,307,-2.9123605195221014,-5.288392968889048,-3.2301724711054356,10,0.3390644336275885,0.3390644336275885,2620.9789443949967,22.374193548387098,3.0,-138.3073817762399,294.37644175317183,forced_flatten:173|signal_flat:6749|signal_flip:14,stressed,1
trend.ret_15.q90,NQ,310,5054,-39230.0,94914.12000000001,-134144.12000000002,-26.54216857934308,-432.7229677419356,0.2698852394143253,385.2009384164223,-178.7420596205962,2.1550660165495605,0.7966151887733334,-133821.70000000004,307,-4.059342049411705,-6.844614832399707,-4.502318600638791,10,0.17057998514974013,0.17057998514974013,1692.2112184119687,16.303225806451614,2.0,-121.75207756232687,239.40740007914522,forced_flatten:114|signal_flat:4937|signal_flip:3,stressed,1
trend.ret_30.q80,NQ,310,6882,-22025.0,129243.96,-151268.96000000008,-21.980377797151984,-487.96438709677443,0.23583260680034873,534.2976340110906,-193.65545160676936,2.7590115825709804,0.8514690622766118,-150682.26000000018,309,-2.9392634042360166,-5.21157264547728,-3.2600111387476107,10,0.3439815196765943,0.3439815196765943,2635.4203200438033,22.2,3.0,-139.35193257773903,300.1409473990119,forced_flatten:174|signal_flat:6696|signal_flip:12,stressed,1
trend.ret_30.q90,NQ,310,5052,-38565.0,94876.56000000001,-133441.56000000003,-26.4136104513064,-430.4566451612904,0.26920031670625494,387.4369117647058,-178.86125677139762,2.1661309931411727,0.7979247428689044,-133119.14,307,-4.003739545799213,-6.7746151007097355,-4.440648462175616,10,0.17068723702664795,0.17068723702664795,1706.726254688892,16.296774193548387,2.0,-121.9556611243072,239.6872525732383,forced_flatten:113|signal_flat:4936|signal_flip:3,stressed,1
trend.ret_60.q80,NQ,310,6612,-21310.0,124173.36000000002,-145483.36000000004,-22.00292800967936,-469.30116129032274,0.2425892316999395,516.2355860349127,-194.39401757188497,2.6556145733446446,0.8505602587150181,-144915.44000000003,309,-2.8395578320687633,-5.038903161631843,-3.1494251751378144,10,0.3299315238016665,0.3299315238016665,2623.621499260111,21.329032258064515,3.0,-139.50468844525105,298.4429824561403,forced_flatten:171|signal_flat:6431|signal_flip:10,stressed,1
trend.ret_60.q90,NQ,310,4964,-42140.0,93223.92000000001,-135363.92,-27.269121676067673,-436.65780645161294,0.26672038678485094,387.4511178247734,-178.1179120879121,2.175250727358305,0.7912175722589,-135856.58000000002,307,-4.035050550934752,-6.871210666736631,-4.475376287303549,13,0.167131424799934,0.167131424799934,1717.878796296584,16.01290322580645,2.0,-121.88053988718775,237.98146655922642,forced_flatten:111|signal_flat:4851|signal_flip:2,stressed,1
trend.ma_agree.30_120,NQ,310,6734,-129090.0,126464.52,-255554.52000000008,-37.94988416988416,-824.369419354839,0.2047817047817048,642.8697461928933,-213.27206349206347,3.0143176544865034,0.7762360495867204,-254017.22000000038,308,-4.556454870053864,-6.686050853671805,-5.053678961936152,12,0.5090751588152793,0.5090751588152793,2872.070327825506,21.72258064516129,3.0,-162.62696762696763,339.39634689634687,forced_flatten:253|signal_flat:5538|signal_flip:943,stressed,1
trend.multi_horizon_agree,NQ,310,8555,-67435.0,160662.90000000002,-228097.90000000023,-26.662524839275267,-735.7996774193556,0.30356516656925775,429.40636888717756,-225.455897952333,1.9046135975469791,0.8301915932912898,-226987.18000000014,309,-3.71691508270705,-6.393114496283387,-4.1225242194833225,13,0.4817919313587987,0.4817919313587987,3142.5140223467347,27.596774193548388,3.0,-162.19637638807714,291.7837521917008,forced_flatten:218|signal_flat:8180|signal_flip:157,stressed,1
trend.accel_confirm,NQ,310,10851,-105350.0,203781.78,-309131.78000000026,-28.488782600681947,-997.1992903225815,0.35618836973550827,350.0078395860284,-237.89179501860866,1.4712900861446259,0.8139902924347235,-307591.74000000034,309,-5.563958510718906,-8.309229455124541,-6.171126648374625,14,0.435186865770151,0.435186865770151,2845.1053235004324,35.00322580645161,2.0,-163.7346788314441,229.61386047368907,forced_flatten:187|signal_flat:9900|signal_flip:764,stressed,1
breakout.opening_range.q90,NQ,310,961,-65315.0,18047.58,-83362.58,-86.74566077003118,-268.9115483870968,0.07908428720083246,2102.338421052632,-274.734802259887,7.652246470994646,0.6571420698255289,-80648.43999999996,309,-2.055919984836838,-3.0050470956427624,-2.280272683721587,5,0.1853642438742678,0.1853642438742678,2076.3641200619036,3.1,3.0,-240.05723204994797,524.4224765868887,forced_flatten:84|signal_flat:877,stressed,1
breakout.opening_range.q95,NQ,310,515,-32625.0,9671.7,-42296.70000000002,-82.1295145631068,-136.44096774193554,0.07766990291262135,2053.72,-261.99052631578945,7.83890940210775,0.6601186864932841,-53782.07999999998,309,-1.4184937093139476,-1.8641215589035807,-1.5732871323959647,3,0.08352446167807936,0.08352446167807936,1526.9247945868124,1.6612903225806452,3.0,-228.0097087378641,498.5728155339806,forced_flatten:43|signal_flat:472,stressed,1
breakout.range_expansion.q80,NQ,310,2880,-6595.0,54086.4,-60681.40000000005,-21.069930555555548,-195.7464516129034,0.3840277777777778,383.8917902350814,-273.5432468996618,1.4034043778675203,0.8749522220526931,-73111.68000000004,305,-1.6192352523928215,-2.460654341476104,-1.7959346384015082,12,0.13452685421994887,0.13452685421994887,1919.0408443458487,9.290322580645162,3.0,-192.11284722222223,277.9045138888889,forced_flatten:281|signal_flat:1154|signal_flip:1445,stressed,1
breakout.range_expansion.q90,NQ,310,1409,-9740.0,26461.02,-36201.02000000001,-25.69270404542228,-116.77748387096779,0.37757274662881474,429.32150375939847,-301.7104446978335,1.422958705289003,0.8631858964809002,-41097.13999999999,305,-1.3097224917384205,-1.8625843043439636,-1.4526462329242396,11,0.06364161372824026,0.06364161372824026,1415.4029559850173,4.54516129032258,3.0,-214.7374024130589,294.6593328601845,forced_flatten:226|signal_flat:534|signal_flip:649,stressed,1
breakout.failed_reversal,NQ,310,470,6665.0,8826.6,-2161.5999999999926,-4.599148936170197,-6.972903225806427,0.46808510638297873,148.65181818181821,-139.46,1.0659100687065697,0.9380008604617813,-6858.7199999999975,135,-0.4202136202598285,-0.4076396181172734,-0.4660695195695021,2,0.0038775678574375053,0.0038775678574375053,263.4169902469605,1.5161290322580645,1.0,-64.72340425531915,78.90425531914893,forced_flatten:8|signal_flat:462,stressed,1
breakout.compression_expansion,NQ,310,3317,10965.0,62293.26,-51328.26,-15.474302080192933,-165.5750322580645,0.3240880313536328,379.0479069767442,-204.64083853702053,1.8522593519776482,0.8881261388831275,-55366.03999999997,308,-1.6479377761065654,-2.649061871265652,-1.8277693310262386,8,0.159689794571405,0.159689794571405,1594.9765762806612,10.7,3.0,-148.22731383780524,214.5749170937594,forced_flatten:18|signal_flat:1108|signal_flip:2191,stressed,1
