symbol,strategy,kind,base_per_trade,gated_per_trade,base_per_trade_norm,gated_per_trade_norm,base_capture,gated_capture,ctrl_norm_p50,ctrl_norm_p95,ctrl_norm_pctile,was_phase3_winner
MNQ,revert.vwap.q90,reversion,2.6218756815703372,1.109819277108434,0.008332546603886907,0.007245916508179598,0.0035499012331259325,0.0025851151573184966,0.007440660660948704,0.009574563280578945,0.475,False
MNQ,revert.vwap.q95,reversion,4.300669291338581,5.3055813953488355,0.00832799565449142,0.009976428889907808,0.0027269553990997525,0.00415627083036678,0.009063363660672268,0.011939683433699609,0.625,False
MNQ,revert.z_calm_only,reversion,0.5645373891001267,0.7074004683840758,0.0009374293300814372,0.0007385889725766574,0.00160710711357767,0.0014260095053542426,0.0022591385645829385,0.004447115155067003,0.025,False
MNQ,session.late_day_continuation,session,-1.3907413249211356,-2.971336898395723,-0.003693607381486986,-0.005273521331692507,0.0003722425630616795,-0.001287742302953759,-0.003366476476907458,-0.0009555254943973927,0.05,False
MNQ,session.late_day_fade,session,-2.049258675078865,-0.46866310160427777,-0.0012023066597575765,0.0011085591647791266,-0.0003722425630616795,0.001287742302953759,-0.0014127614995444672,5.994538296859292e-05,0.975,False
MNQ,session.opening_drive,session,-3.9046751412429392,-2.373256704980844,-0.00982296294142044,-0.006490575556471949,-0.0027581613624701926,-0.0007037181495308202,-0.006916591882881566,-0.0024137413648135544,0.525,False
MNQ,session.midday_reversion,session,0.8493668528864071,1.8141296928327653,0.0016321598037830976,0.0028094901646295075,0.002460367312020849,0.0028492674245910628,0.002599360667391447,0.003993133827907429,0.6,False
MNQ,vol.expansion_trend,volatility,-2.359328444615979,-2.7822089155023293,-0.006331644905970598,-0.00615817486673945,-0.0014769336663752624,-0.00219645361823256,-0.005093217352183863,-0.0030583546466401075,0.275,False
MNQ,vol.contraction_revert,volatility,-0.4151219512195122,-0.4937397420867526,-0.00015050015233385134,-3.7000363898113145e-05,0.0018603212163549562,0.0014390795394119999,0.0003667021311456246,0.0013734826186448227,0.35,False
MNQ,vol.vol_of_vol_shock,volatility,-3.857149028077754,-4.318360655737706,-0.00696099814040217,-0.006797550348752032,-0.0008822371644300164,-0.0013083791988344282,-0.005833478302868349,-0.0021110640511425778,0.3,False
MNQ,volume.heavy_continuation.q80,volume,-1.22591358918658,-0.10293118856121553,-0.0026179744062384885,-0.0009190323724383372,0.0018251030576940308,0.004978995079476125,-0.0018117032591382976,-0.0006235090163624244,0.9,False
MNQ,volume.heavy_continuation.q90,volume,-1.4789525514771706,0.5231972789115649,-0.0033771687593452623,-0.0007261619772915204,0.0004801260364280584,0.003629342088880359,-0.002051625733467273,-0.0011551486703983802,1.0,True
MNQ,volume.climax_reversion,volume,-2.41798657718121,-2.678515283842794,-0.000520940744082752,0.00016227654029969855,-0.0002781788734736383,-0.00030198657638712614,0.0009352061368302709,0.003446623826293212,0.4,False
